"";"event";"pairing_order";"team_home";"gymnast_home";"dvalue_home";"endvalue_home";"score_home";"team_guest";"gymnast_guest";"dvalue_guest";"endvalue_guest";"score_guest";"home_starts";"url";"time";"location"
"vault.19";"vault";1;"Exquisa Oberbayern";"Braig, Moritz";5,2;14,4;3;"TSV Buttenwiesen";"Kraus, Moritz";4,8;13,75;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2394";2022-10-22 16:30:00;"Bayernwerk Sportarena | Utzweg 1 | 82008 Unterhaching"
"vault.29";"vault";2;"Exquisa Oberbayern";"Olbrich, Jonas";4;12,75;3;"TSV Buttenwiesen";"Kehl, Daniel";4,8;12,2;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2394";2022-10-22 16:30:00;"Bayernwerk Sportarena | Utzweg 1 | 82008 Unterhaching"
"vault.39";"vault";3;"Exquisa Oberbayern";"Stemmer, Fabian";4;13,1;0;"TSV Buttenwiesen";"Höck, Vinzenz";4,8;13,35;1;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2394";2022-10-22 16:30:00;"Bayernwerk Sportarena | Utzweg 1 | 82008 Unterhaching"
"vault.49";"vault";4;"Exquisa Oberbayern";"Lewis, Jamie";4,8;13,85;4;"TSV Buttenwiesen";"Seifried, Johannes";4;12,5;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2394";2022-10-22 16:30:00;"Bayernwerk Sportarena | Utzweg 1 | 82008 Unterhaching"
"parallel_bars.19";"parallel_bars";1;"Exquisa Oberbayern";"Braig, Moritz";3,7;12,25;3;"TSV Buttenwiesen";"Raab, Florian";3,7;11,7;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2394";2022-10-22 16:30:00;"Bayernwerk Sportarena | Utzweg 1 | 82008 Unterhaching"
"parallel_bars.29";"parallel_bars";2;"Exquisa Oberbayern";"Dauth, Fabian";3,7;11,1;0;"TSV Buttenwiesen";"Ritter, Oliver";3,2;11,95;3;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2394";2022-10-22 16:30:00;"Bayernwerk Sportarena | Utzweg 1 | 82008 Unterhaching"
"parallel_bars.39";"parallel_bars";3;"Exquisa Oberbayern";"Reithmeier, Jonas";3,5;10,35;5;"TSV Buttenwiesen";"Seifried, Adrian";2,9;6,45;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2394";2022-10-22 16:30:00;"Bayernwerk Sportarena | Utzweg 1 | 82008 Unterhaching"
"parallel_bars.49";"parallel_bars";4;"Exquisa Oberbayern";"Lewis, Jamie";4,8;13,5;5;"TSV Buttenwiesen";"Yudenkov, Yevgen";5,2;11,1;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2394";2022-10-22 16:30:00;"Bayernwerk Sportarena | Utzweg 1 | 82008 Unterhaching"
"horizontal_bar.19";"horizontal_bar";1;"Exquisa Oberbayern";"Lewis, Jamie";4,7;11,9;0;"TSV Buttenwiesen";"Kraus, Moritz";4;12;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2394";2022-10-22 16:30:00;"Bayernwerk Sportarena | Utzweg 1 | 82008 Unterhaching"
"horizontal_bar.29";"horizontal_bar";2;"Exquisa Oberbayern";"Glück, Jakob";4,1;11,8;2;"TSV Buttenwiesen";"Raab, Florian";3,1;11,45;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2394";2022-10-22 16:30:00;"Bayernwerk Sportarena | Utzweg 1 | 82008 Unterhaching"
"horizontal_bar.39";"horizontal_bar";3;"Exquisa Oberbayern";"Reithmeier, Jonas";3,6;11,25;0;"TSV Buttenwiesen";"Höck, Vinzenz";4,6;12,95;4;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2394";2022-10-22 16:30:00;"Bayernwerk Sportarena | Utzweg 1 | 82008 Unterhaching"
"horizontal_bar.49";"horizontal_bar";4;"Exquisa Oberbayern";"Stemmer, Fabian";3,4;11,4;4;"TSV Buttenwiesen";"Kehl, Daniel";3;9,45;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2394";2022-10-22 16:30:00;"Bayernwerk Sportarena | Utzweg 1 | 82008 Unterhaching"
"floor.110";"floor";1;"TSV Monheim";"Wilhelm, Sascha";4,6;12,2;0;"TG Allgäu";"Zurlini, Umberto";5,3;13,5;4;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"floor.210";"floor";2;"TSV Monheim";"Hartrich, Julius";4,7;12,35;0;"TG Allgäu";"Krapp, Kilian";4,6;12,5;1;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"floor.310";"floor";3;"TSV Monheim";"Becker, Karl";4,3;11,65;0;"TG Allgäu";"Urbin, Michael";3,9;11,65;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"floor.410";"floor";4;"TSV Monheim";"Karnejenko, Pavel";5;13,35;4;"TG Allgäu";"Hartner, Martin";4,4;11,45;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"pommel_horse.110";"pommel_horse";1;"TSV Monheim";"Wilhelm, Sascha";3,5;11,35;4;"TG Allgäu";"Eberle, Stephan";3,1;9,9;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"pommel_horse.210";"pommel_horse";2;"TSV Monheim";"Lederer, Jan";4,2;12,6;4;"TG Allgäu";"Haydn, Stefan";3,6;11,45;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"pommel_horse.310";"pommel_horse";3;"TSV Monheim";"Neumeier, Manuel";4,4;12,55;0;"TG Allgäu";"Zurlini, Umberto";4,8;12,45;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"pommel_horse.410";"pommel_horse";4;"TSV Monheim";"Karnejenko, Pavel";4,5;12,95;5;"TG Allgäu";"Eberle, Maximilian";2,5;9,3;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"still_rings.110";"still_rings";1;"TSV Monheim";"Wilhelm, Sascha";4;12,25;0;"TG Allgäu";"Zurlini, Umberto";4,5;12,8;3;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"still_rings.210";"still_rings";2;"TSV Monheim";"Hartrich, Julius";3,9;11,2;0;"TG Allgäu";"Schwäke, Jan";3,7;12,25;4;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"still_rings.310";"still_rings";3;"TSV Monheim";"Leibiger, Tim";3,5;11,25;4;"TG Allgäu";"Eberle, Maximilian";3,5;10;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"still_rings.410";"still_rings";4;"TSV Monheim";"Karnejenko, Pavel";4,9;13,1;5;"TG Allgäu";"Schreiber, Florian";3,7;9,85;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"vault.110";"vault";1;"TSV Monheim";"Wilhelm, Sascha";4,4;13,45;3;"TG Allgäu";"Krapp, Kilian";4;12,8;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"vault.210";"vault";2;"TSV Monheim";"Karnejenko, Pavel";5,2;13,8;3;"TG Allgäu";"Schwäke, Jan";4,8;13;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"vault.310";"vault";3;"TSV Monheim";"Neumeier, Manuel";4;12,45;0;"TG Allgäu";"Hartner, Martin";4;12,7;1;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"vault.410";"vault";4;"TSV Monheim";"Bonack, Bastian";4;12,5;0;"TG Allgäu";"Zurlini, Umberto";4,8;13,2;3;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"parallel_bars.110";"parallel_bars";1;"TSV Monheim";"Wilhelm, Sascha";3,8;12,5;4;"TG Allgäu";"Schwäke, Jan";3,3;10,55;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"parallel_bars.210";"parallel_bars";2;"TSV Monheim";"Hartrich, Julius";3,8;11,75;0;"TG Allgäu";"Zurlini, Umberto";4,7;12,4;3;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"parallel_bars.310";"parallel_bars";3;"TSV Monheim";"Neumeier, Manuel";3,1;11,15;2;"TG Allgäu";"Hartner, Martin";3,1;10,85;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"parallel_bars.410";"parallel_bars";4;"TSV Monheim";"Karnejenko, Pavel";5,1;13,2;5;"TG Allgäu";"Urbin, Stephan";3;10,05;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"horizontal_bar.110";"horizontal_bar";1;"TSV Monheim";"Wilhelm, Sascha";4;10,95;0;"TG Allgäu";"Urbin, Michael";3,5;11,5;3;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"horizontal_bar.210";"horizontal_bar";2;"TSV Monheim";"Hartrich, Julius";3,7;11,85;3;"TG Allgäu";"Krapp, Kilian";3,9;11,2;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"horizontal_bar.310";"horizontal_bar";3;"TSV Monheim";"Karnejenko, Pavel";4,6;12,9;4;"TG Allgäu";"Hartner, Martin";3,6;11,6;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"horizontal_bar.410";"horizontal_bar";4;"TSV Monheim";"Blümel, Ferrie";2,8;9,5;0;"TG Allgäu";"Zurlini, Umberto";3,7;11,55;5;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2392";2022-10-22 18:00:00;"Stadthalle Monheim | Schulstraße 2 | 86653 Monheim"
"floor.111";"floor";1;"KTG Heidelberg";"Rauprich, Marvin";4,6;13,2;0;"KTV Ries";"Cox, Euan";5,3;13,5;2;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"floor.211";"floor";2;"KTG Heidelberg";"Gäbler, Karl-Ole";4,8;13,7;5;"KTV Ries";"Leonhardt, Lukas";3,6;10,7;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"floor.311";"floor";3;"KTG Heidelberg";"Kashiwagi, Tomoya";5,3;13,95;4;"KTV Ries";"Buschmann, Lucas";4,3;12,85;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"floor.411";"floor";4;"KTG Heidelberg";"Schauwienold, Joel";4,4;12;1;"KTV Ries";"König, Justus";3,4;11,75;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"pommel_horse.111";"pommel_horse";1;"KTG Heidelberg";"Gäbler, Karl-Ole";3,7;11,05;0;"KTV Ries";"Buschmann, Lucas";4;11,4;2;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"pommel_horse.211";"pommel_horse";2;"KTG Heidelberg";"Kashiwagi, Tomoya";5;12,45;3;"KTV Ries";"Leonhardt, Lukas";4,4;11,5;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"pommel_horse.311";"pommel_horse";3;"KTG Heidelberg";"Aoki, Shimon";3,9;12,35;0;"KTV Ries";"Henning, Maximilian";4,4;12,55;1;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"pommel_horse.411";"pommel_horse";4;"KTG Heidelberg";"Rauprich, Marvin";3,5;10,75;0;"KTV Ries";"Cox, Euan";4;10,7;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"still_rings.111";"still_rings";1;"KTG Heidelberg";"Steckel, Lorenz";3,5;11,7;0;"KTV Ries";"Buschmann, Lucas";3,6;12,3;3;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"still_rings.211";"still_rings";2;"KTG Heidelberg";"Rauprich, Marvin";3,4;12,15;0;"KTV Ries";"Henning, Maximilian";4,9;13,8;4;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"still_rings.311";"still_rings";3;"KTG Heidelberg";"Steckel, Carl";3,7;12;0;"KTV Ries";"Cox, Euan";4,9;12,7;3;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"still_rings.411";"still_rings";4;"KTG Heidelberg";"Kashiwagi, Tomoya";4,7;13,6;5;"KTV Ries";"König, Sven";3,3;9,9;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"vault.111";"vault";1;"KTG Heidelberg";"Aoki, Shimon";2,8;11,45;0;"KTV Ries";"Henning, Maximilian";4;12,6;4;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"vault.211";"vault";2;"KTG Heidelberg";"Steckel, Lorenz";4;13,35;2;"KTV Ries";"Buschmann, Lucas";4;12,95;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"vault.311";"vault";3;"KTG Heidelberg";"Rauprich, Marvin";4;13,35;2;"KTV Ries";"Cox, Euan";4;12,9;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"vault.411";"vault";4;"KTG Heidelberg";"Kashiwagi, Tomoya";5,2;14,25;5;"KTV Ries";"König, Sven";3,2;11,85;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"parallel_bars.111";"parallel_bars";1;"KTG Heidelberg";"Steckel, Lorenz";3;12,4;3;"KTV Ries";"Buschmann, Lucas";3,5;11,8;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"parallel_bars.211";"parallel_bars";2;"KTG Heidelberg";"Rauprich, Marvin";3,9;12,85;1;"KTV Ries";"Henning, Maximilian";4,4;12,7;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"parallel_bars.311";"parallel_bars";3;"KTG Heidelberg";"Kashiwagi, Tomoya";5,1;12,8;1;"KTV Ries";"Cox, Euan";5;12,65;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"parallel_bars.411";"parallel_bars";4;"KTG Heidelberg";"Aoki, Shimon";3,8;12,35;2;"KTV Ries";"Kern, Gustav";3,1;11,8;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"horizontal_bar.111";"horizontal_bar";1;"KTG Heidelberg";"Kashiwagi, Tomoya";4,8;13,65;4;"KTV Ries";"Henning, Maximilian";3,8;12,3;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"horizontal_bar.211";"horizontal_bar";2;"KTG Heidelberg";"Steckel, Carl";3,5;10,9;0;"KTV Ries";"Buschmann, Lucas";3,8;12,35;4;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"horizontal_bar.311";"horizontal_bar";3;"KTG Heidelberg";"Rauprich, Marvin";3,6;12,75;3;"KTV Ries";"Kern, Gustav";3,6;12;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"horizontal_bar.411";"horizontal_bar";4;"KTG Heidelberg";"Gäbler, Karl-Ole";3,6;12,25;1;"KTV Ries";"Cox, Euan";4,5;12,1;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2393";2022-10-22 18:00:00;"Sporthalle Kirchheim 1 | Pleikartsförsterstr. 130 | 69124 Heidelberg | neue Uhrzeit"
"floor.112";"floor";1;"MTV Ludwigsburg";"Bickel, David";5;13,35;4;"TSV Monheim";"Wilhelm, Sascha";4,4;12,1;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
"floor.212";"floor";2;"MTV Ludwigsburg";"Teschner, Magnus";4,7;12,8;4;"TSV Monheim";"Hartrich, Julius";4,7;11,3;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
"floor.312";"floor";3;"MTV Ludwigsburg";"Winkler, Jonas";4,3;12,8;0;"TSV Monheim";"Karnejenko, Pavel";5;12,95;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
"floor.412";"floor";4;"MTV Ludwigsburg";"Herbst, Kai";4;9,8;0;"TSV Monheim";"Becker, Karl";4,7;11,45;4;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
"pommel_horse.112";"pommel_horse";1;"MTV Ludwigsburg";"Weber, Viktor";3,9;10,4;5;"TSV Monheim";"Wilhelm, Sascha";3,8;7,95;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
"pommel_horse.212";"pommel_horse";2;"MTV Ludwigsburg";"Teschner, Magnus";3,5;11,8;0;"TSV Monheim";"Lederer, Jan";4,2;11,9;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
"pommel_horse.312";"pommel_horse";3;"MTV Ludwigsburg";"Eder, Jonas";4,1;11,35;0;"TSV Monheim";"Neumeier, Manuel";3,7;11,9;3;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
"pommel_horse.412";"pommel_horse";4;"MTV Ludwigsburg";"Bickel, David";4;10,65;0;"TSV Monheim";"Karnejenko, Pavel";4,7;10,75;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
"still_rings.112";"still_rings";1;"MTV Ludwigsburg";"Eder, Jonas";4;12,7;2;"TSV Monheim";"Wilhelm, Sascha";3,6;12,3;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
"still_rings.212";"still_rings";2;"MTV Ludwigsburg";"Kriegelstein, Jonathan";4;11,8;0;"TSV Monheim";"Hartrich, Julius";3,9;11,85;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
"still_rings.312";"still_rings";3;"MTV Ludwigsburg";"Teschner, Magnus";3,2;11,2;0;"TSV Monheim";"Lederer, Jan";3,2;11,2;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
"still_rings.412";"still_rings";4;"MTV Ludwigsburg";"Fuchs, Robert";3,9;11,7;0;"TSV Monheim";"Karnejenko, Pavel";4,9;12;2;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
"vault.112";"vault";1;"MTV Ludwigsburg";"Winkler, Jonas";4;12,75;0;"TSV Monheim";"Neumeier, Manuel";4;12,7;0;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
"vault.212";"vault";2;"MTV Ludwigsburg";"Bickel, David";4,8;12;0;"TSV Monheim";"Hartrich, Julius";4;12,95;3;FALSE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
"vault.312";"vault";3;"MTV Ludwigsburg";"Teschner, Magnus";4,8;13,05;0;"TSV Monheim";"Wilhelm, Sascha";4,4;13,1;0;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
"vault.412";"vault";4;"MTV Ludwigsburg";"Herbst, Kai";4;12,75;0;"TSV Monheim";"Karnejenko, Pavel";4,8;13,4;3;TRUE;"https://www.deutsche-turnliga.de/dtl/historie/archiv/detailsm0.html?ID=2388";2022-10-15 15:00:00;"Innenstadtsporthalle Ludwigsburg | Karlstraße 29 | 71638 Ludwigsburg"
